Across Back,Across Bust,Across Chest,Armscye (Max),Around Shoulder,Bicep (Max),Body Area,Body Density,Body Fat %,Body Fat % (Asian),Body Mass Index (BMI),Body Volume,Bust,Bust Width,Bust-Hip Ratio,Bust-Waist Ratio,CB to Hip,CB to Waist,Chest,Customer Age,Customer Gender,Customer Height,Customer Weight,HPS Sleeve Length (Max),HPS To Bust Point (Max),HPS To Knee (Max),HPS to Hip (Max),HPS to Waist (Max),Head Area,Head Volume,High Hip,Hip,Inseam (Max),Knee (Max),Left Arm Area,Left Arm Volume,Left Leg Area,Left Leg Volume,Mid Neck Girth,Natural Waist,Neck,Outseam (Max),Outseam Left,Outseam Right,Outseam to Hip (Max),Outseam to Knee (Max),Pant Waist,Pant Waist Height,Right Arm Area,Right Arm Volume,Right Leg Area,Right Leg Volume,Rise Back,Rise Back (Min Z),Rise Front,Rise Front (Min Z),Rise Total,Rise Total (Min Z),Short Sleeve Length Left,Short Sleeve Length Right,Shoulder Back,Shoulder Front,Sleeve Length Back Neck (Max),Sleeve Length HPS (Max),Sleeve Length Left,Sleeve Length Right,Sleeve Length Shoulder (Max),Thigh (Max),Thigh (Max) (Inflection),Torso Area,Torso Volume,Under Bust,Waist (Natural),Waist-Hip Ratio (WHO),Weight,Weight (Fat),Weight (Non-Fat),Wrist (Max)
12.926,16.348,14.04,23.659,34.528,15.329,,0.039304,29.6,16.6,23.5,,37.983,5.964,1.068,1.087,21.229,14.438,,47,Female,62,128,23.207,9.946,37.393,22.963,16.112,,,37.45,35.576,21.119,17.922,,,,,13.541,,,,33.793,33.937,5.98,20.228,34.947,33.532,,,,,17.403,18.577,15.953,18.046,33.357,36.624,12.087,13.536,15.037,15.084,,,18.588,14.948,,25.655,17.482,,,35.657,34.458,0.969,,,,4.306
11.681,15.385,9.917,15.82,32.536,8.68,,0.038272,19.7,20.9,19.5,,30.815,7.421,0.883,1.085,22.845,15.504,,27,Female,63,110,22.992,10.29,38.851,23.927,16.544,,,31.965,34.887,25.747,12.086,,,,,11.838,,,,36.182,36.137,6.771,20.489,28.389,35.682,,,,,17.647,23.995,11.283,11.611,28.93,35.606,13.725,13.642,12.416,12.689,,,19.192,18.962,,28.523,27.621,,,28.272,26.633,0.763,,,,8.124
20.112,15.025,14.98,23.509,44.54,8.537,,0.023385,46,12.9,23,,44.228,6.709,0.938,1.173,20.83,13.542,,23,Female,61,123,26.353,12.592,38.471,23.639,16.14,,,41.859,47.153,22.081,14.586,,,,,15.176,,,,38.464,39.098,6.012,19.811,37.693,36.339,,,,,19.488,21.034,22.311,23.115,41.8,44.149,12.925,12.226,16.933,16.643,,,21.325,20.143,,39.114,19.272,,,39.992,38.915,0.825,,,,8.18
13.586,16.846,12.596,13.421,33.397,9.578,,0.035871,35.9,25.3,25.1,,35.878,5.848,0.898,1.006,21.829,14.819,,32,Female,64,146,25.119,9.96,44.122,23.321,16.576,,,38.811,39.969,20.21,11.391,,,,,12.589,,,,36.085,36.07,4.392,24.305,36.771,35.688,,,,,17.957,17.96,25.336,25.36,43.293,43.32,12.305,12.811,14.302,14.272,,,19.522,20.394,,34.136,18.104,,,34.839,35.564,0.89,,,,9.805
17.483,14.712,13.045,20.098,42.639,14.438,,0.029216,25.3,23.6,23.2,,40.061,7.266,1.039,1.154,26.251,18.12,,50,Male,64,134,42.233,11.783,38.153,27.823,19.437,,,38.345,38.542,27.037,19.215,,,,,15.134,,,,34.477,34.475,7.422,17.622,34.719,34.252,,,,,10.988,11.943,12.212,13.477,23.199,25.42,11.363,19.293,18.375,18.214,,,18.355,36.237,,23.172,24.683,,,39.983,35.835,0.93,,,,10.069
16.265,15.694,14.494,21.766,43.383,15.868,,0.030568,33.3,11,23.2,,43.477,8.426,1.086,1.083,23.382,15.968,,45,Male,67,148,32.976,10.629,41.994,25.426,18.677,,,38.528,40.022,29.536,16.119,,,,,19.759,,,,36.206,36.267,4.91,21.384,35.975,35.849,,,,,10.423,11.544,11.953,13.1,22.377,24.643,12.751,14.816,17.308,17.211,,,27.54,23.544,,23.149,25.311,,,40.664,40.767,1.019,,,,9.402
17.082,15.193,14.215,21.86,43.029,15.131,,0.026769,34,16.2,23.4,,40.179,7.458,0.962,1.016,26.513,18.264,,45,Male,66,146,27.876,13.027,41.084,27.82,19.86,,,40.375,41.747,28.874,20.269,,,,,17.204,,,,36.094,36.141,5.875,18.558,38.388,35.902,,,,,12.682,14.012,10.834,12.831,23.516,26.843,14.963,14.747,17.368,16.028,,,23.153,19.736,,26.192,30.16,,,39.642,40.126,0.961,,,,9.905
14.406,15.15,11.378,15.564,35.852,8.523,,0.038209,24.6,21.2,22.4,,36.025,6.986,1.002,1.174,21.884,13.81,,27,Female,62,123,24.257,10.355,40.302,23.679,15.803,,,33.826,35.952,19.798,12.32,,,,,13.202,,,,35.902,35.92,6.16,22.504,30.865,35.396,,,,,18.959,19.178,18.503,18.643,37.462,37.822,12.756,13.085,14.793,16.15,,,19.524,19.825,,24.235,0,,,31.959,28.608,0.837,,,,7.229
12.295,15.002,11.657,21.388,36.777,12.441,2298.7,0.026876,31.2,5.5,20,3937,36.889,9.168,0.916,1.082,20.108,14.621,,34,Female,61,106,23.582,11.315,38.42,23.351,17.816,276.6,344,38.158,40.25,26.816,15.609,206.7,169,417.4,638,16.191,,,,34.716,34.797,4.377,18.624,36.121,34.473,184.9,144,416.6,645,11.997,13.696,12.174,14.063,24.171,27.759,14.598,12.849,12.435,14.049,,,20.794,20.323,,25.095,24.069,796.6,1637,32.828,34.169,0.826,,,,8.301
12.18,16.419,12.768,15.624,33.678,9.38,2413.8,0.030364,25.2,13.8,19,3703,36.683,6.188,0.979,1.222,20.975,13.55,,34,Female,65,112,26.576,8.5,38.869,23.131,15.185,279.5,364,34.367,37.456,29.936,16.465,173.6,107,506.1,714,12.94,,,,38.224,38.365,6.248,21.059,30.011,37.972,198.2,136,494.2,686,12.568,14.897,12.36,14.969,24.928,29.867,13.442,14.058,12.908,14.359,,,21.06,22.705,,22.944,26.022,762.2,1470,36.683,31.563,0.801,,,,8.23
13.137,12.861,9.374,16.319,33.184,8.636,2083,0.030196,18.6,3.9,16,3139,32.401,5.586,0.875,1.101,21.543,14.835,,33,Female,65,95,24.69,8.788,39.032,22.077,15.459,254.5,338,33.937,37.023,30.176,14.001,162.3,97,421.3,588,15.627,,,,36.862,37.031,4.875,20.902,31.416,36.606,176.8,111,401.4,552,10.26,11.034,11.479,12.239,21.739,23.273,13.111,15.461,13.599,12.437,,,20.004,21.836,,21.692,21.562,666.7,1176,30.092,28.247,0.763,,,,7.885
13.459,16.29,13.569,14.669,35.241,8.969,2231.6,0.032299,32.6,9,20.5,3413,35.18,5.487,0.93,0.997,20.342,13.295,,28,Female,61,110,23.338,10.156,38.5,23.252,15.318,269.1,311,33.896,37.827,27.615,14.062,146.9,83,434.2,595,14.214,,,,33.998,34.1,5.067,18.972,34.176,33.646,170.7,104,413.2,556,11.588,12.241,10.082,11.129,21.67,23.369,11.786,12.647,13.769,14.671,,,18.65,21.062,,22.251,21.862,797.4,1553,34.522,34.982,0.929,,,,8.11
11.631,16.216,11.223,17.096,31.971,13.447,2191,0.027808,24.4,2.2,15.6,3250,34.354,5.52,0.964,1.098,20.245,13.642,,28,Female,64,90,25.545,11.35,38.664,23.033,16.377,261.1,325,33.729,35.633,30.019,15.124,183.8,131,412.6,543,13.129,,,,37.099,37.042,4.887,20.292,32.338,36.808,178.5,121,417.9,552,10.274,10.871,11.925,12.451,22.199,23.322,13.913,13.518,11.846,13.006,,,21.951,21.54,,21.233,23.353,737.1,1375,33.377,31.018,0.87,,,,6.846
15.831,15.141,14.644,22.039,42.034,13.963,2793.1,0.03219,24.1,13,23.1,4520,39.288,7.425,1.005,1.118,24.992,17.331,,29,Male,67,146,28.707,9.803,42.135,26.389,18.294,276.7,390,36.745,39.091,28.571,15.979,250.9,212,504.1,720,15.268,,,,36.638,36.607,5.564,20.239,33.178,35.838,263.3,236,515.1,737,12.435,13.282,10.41,11.424,22.845,24.706,14.001,13.51,16.195,17.588,,,22.799,22.981,,22.983,22.773,983.1,1839,39.288,33.943,0.868,,,,8.907
11.739,15.242,11.268,17.538,36.897,7.795,2094.4,0.040467,16.2,20.3,19.8,2942,34.899,6.64,0.981,1.256,21.129,14.687,,30,Female,65,119,25.955,9.815,37.05,22.716,16.056,262.3,348,32.685,35.581,30.25,12.409,137,70,383.8,449,13.111,,,,36.461,36.525,4.928,18.614,30.486,36.226,204.3,140,390.5,460,10.645,11.022,10.328,10.781,20.973,21.803,13.648,13.208,13.058,13.895,,,19.254,21.488,,19.875,20.14,716.5,1268,30.938,25.718,0.723,,,,8.809
